Date,Open,High,Low,Close,Volume
2023-05-31,37.754991724000874,37.97988914654981,37.389530731348785,37.670654296875,7645900
2023-06-01,37.97989490213381,38.91697597901591,37.7643666834126,38.65459442138672,6258200
2023-06-02,39.17936042758744,40.44441842942888,39.066908126554,40.050846099853516,6904800
2023-06-05,40.163296129432545,40.228891519823556,39.610418142793534,39.844688415527344,4793200
2023-06-06,39.900916382008944,41.137863192308174,39.76972202058134,40.67869186401367,4823800
2023-06-07,40.70680364096029,41.16597497474631,40.48190616804211,40.959815979003906,4020800
2023-06-08,40.87546761182902,41.119110646187885,40.5849748223672,41.09099578857422,4346300
2023-06-09,41.21282286598545,41.66262132700959,41.13785824315497,41.6345100402832,5022500
2023-06-12,41.55017412877687,41.6719956668582,40.61309307361697,40.96918487548828,6342000
2023-06-13,40.997297584243974,41.821929942277634,40.978555533529494,41.36275863647461,3892400
2023-06-14,41.597028119895754,42.131164043751255,41.100376296758675,41.390869140625,3727600
2023-06-15,41.19408553991324,42.056202036736565,41.184716301490305,42.04682922363281,3553200
2023-06-16,42.16864464195244,42.28109336008716,41.55017133019102,41.840667724609375,12632000
2023-06-20,41.66262299676457,41.70947633474646,41.22219733011812,41.56891632080078,4586200
2023-06-21,41.62513971925628,41.71884997175287,41.21282533231319,41.2315673828125,3149300
2023-06-22,41.13785929698631,41.24093520918368,40.38819160139474,40.52875518798828,3668500
2023-06-23,40.050843653030505,40.32259442722454,39.769716492302344,40.14455032348633,5123900
2023-06-26,40.24763668411932,40.70680445237714,40.04147768426751,40.322601318359375,3594900
2023-06-27,40.36008166388578,41.081634521484375,40.097700106461055,41.081634521484375,5966000
2023-06-28,41.02541124929651,41.044153301096586,40.51939014941795,40.81925582885742,2581100
2023-06-29,41.10974499462832,41.428352697188906,40.90358959274598,41.418983459472656,3857700
2023-06-30,41.83130173329521,41.92501199258682,41.4189873164548,41.71885299682617,3402400
2023-07-03,41.8125580862705,42.468515577563146,41.77507755866464,42.23424530029297,1446500
2023-07-05,41.878152135472206,42.28109728543443,41.662623916254375,41.681365966796875,3298000
2023-07-06,41.05352367581527,41.15659959257182,40.50064569193627,41.06289291381836,3372000
2023-07-07,41.04414920455385,41.85003947811828,40.9691845795165,41.5876579284668,3898500
2023-07-10,41.37212459815146,41.8219230167725,41.19407693318808,41.33464050292969,3865700
2023-07-11,41.71884619473325,41.9624856798052,41.4564646608588,41.840667724609375,3825500
2023-07-12,42.356063400820325,42.674671094984554,42.178015716778866,42.37480545043945,5945100
2023-07-13,42.53411094816017,42.796492514674995,42.22487604115067,42.693416595458984,4943700
2023-07-14,42.80585595856304,42.82459800559494,39.432366135779176,39.85404968261719,12803700
2023-07-17,39.975878068818716,40.81925245674592,39.90091344249217,40.80051040649414,8247600
2023-07-18,41.00666564585693,42.94642673032956,40.388192288744676,42.47788619995117,10867000
2023-07-19,42.74963804673348,43.6304965533977,42.42166109723978,42.73089599609375,8211100
2023-07-20,42.75901412963867,42.94643107568916,42.26235868640274,42.75901412963867,6894200
2023-07-21,42.787113382403426,42.86208156960395,42.084302713458115,42.16864013671875,4710900
