Date,Open,High,Low,Close,Volume
2023-05-31,93.0519307694136,93.36292234528388,90.80903686169857,90.94097137451172,1299300
2023-06-01,90.95040416039475,91.70431469173741,89.98915870632565,91.55353546142578,593800
2023-06-02,92.2603197273919,95.06864816788064,91.78912300476978,94.78593444824219,654900
2023-06-05,94.63515930380923,95.27598721040494,93.80585556169986,94.77651977539062,542000
2023-06-06,94.77652644273672,95.4550510021465,94.47496077076491,95.3325424194336,429000
2023-06-07,95.55870688361648,97.12307642928833,94.76709256721638,96.89690399169922,546700
2023-06-08,96.49167700170452,96.73670134293369,95.33253693760979,95.82257843017578,674200
2023-06-09,95.57755141316238,96.78381399791652,95.23828916246376,96.05817413330078,462200
2023-06-12,96.0204751562273,97.49060674633452,95.50215584438594,97.11365509033203,547500
2023-06-13,97.08538018980805,98.00892903076591,96.80266643923154,96.99114227294922,477400
2023-06-14,97.00999239636603,97.3115580387353,93.92836152319713,94.2110824584961,667500
2023-06-15,94.26805830065246,95.83476299394617,93.97371031227729,95.3315200805664,535900
2023-06-16,95.89172747366428,96.67982838533577,95.3220186769313,95.8062744140625,2513000
2023-06-20,95.23657105676962,95.42647158511333,93.15712622347428,93.93572998046875,763400
2023-06-21,93.81228079639286,93.81228079639286,92.7962979145875,93.04316711425781,524600
2023-06-22,93.45147933256696,93.73633738492057,92.01771360331303,92.51145935058594,788500
2023-06-23,91.97972395128356,92.65388022199517,90.53645390460585,90.87828063964844,1286500
2023-06-26,90.96374291778527,92.05568180948144,90.5459530671769,91.84679412841797,828000
2023-06-27,91.91324925530384,93.37549907242561,91.91324925530384,92.27406311035156,719200
2023-06-28,92.1981113320441,92.43549061314836,90.21362401924812,90.72636413574219,532800
2023-06-29,90.89728043622299,92.05568528016828,90.58393803645305,91.76133728027344,589200
2023-06-30,92.226594740114,92.91974542129007,91.83729649010384,92.4070053100586,659500
2023-07-03,91.70435637541085,93.70783788561513,91.37202686419593,93.35651397705078,377200
2023-07-05,92.69185883674638,92.69185883674638,91.11565702576956,92.09365844726562,388400
2023-07-06,91.60941165909108,92.41649973346937,90.97322970574871,92.33103942871094,805900
2023-07-07,92.33104483771648,94.42947685172811,92.33104483771648,93.21409606933594,845900
2023-07-10,92.94822489538471,94.23007148403943,92.27406864867356,92.48296356201172,642200
2023-07-11,93.3470215155051,94.77129713091038,92.99570483335232,94.5718994140625,763400
2023-07-12,95.63535903554171,96.46143423791464,94.67634478063312,94.78079223632812,710700
2023-07-13,94.1066332496811,95.16059773058097,93.8787511912876,94.64785766601562,536600
2023-07-14,94.9801929123309,94.9801929123309,92.76781636429219,92.94822692871094,599500
2023-07-17,93.01469245090651,94.47694962598437,93.01469245090651,93.39450073242188,495900
2023-07-18,93.15711521116904,94.90422304697229,92.8817544066531,94.6953353881836,627300
2023-07-19,94.5149351587722,95.46445228042644,94.4959407595643,94.94221496582031,569200
2023-07-20,95.64485093729994,97.52489054720559,95.64485093729994,97.38246154785156,813700
2023-07-21,97.85722004953841,98.04712779675705,96.92669744300647,97.38246154785156,678600
2023-07-24,97.56288007273248,98.63583176633573,97.13560028397872,97.55338287353516,572100
2023-07-25,97.69581513329304,98.02814467384611,96.51841594208753,96.56588745117188,524400
2023-07-26,96.95518146399671,98.89219701359433,96.8412368160534,98.38895416259766,756000
2023-07-27,98.50290770306037,99.1580768586447,97.11661352505953,97.439453125,848000
2023-07-28,102.47188001794515,106.08954496527119,100.8861882564381,104.11454772949219,1636400
2023-07-31,104.37090651674461,104.78869631336168,101.31346062893384,102.14904022216797,2007000
2023-08-01,102.13956608251213,103.26949388159358,101.79773930706298,102.93716430664062,1027200
2023-08-02,102.59531879884966,104.90264548972804,102.27247923909708,103.86766815185547,809800
2023-08-03,103.24099067411473,104.3044451197936,102.25349208581287,103.86766815185547,699000
2023-08-04,103.86767896251227,104.83619049833361,103.33595168433011,103.49736785888672,554800
2023-08-07,104.61779200146029,105.0925505407219,103.89615699339531,104.18101501464844,555600
2023-08-08,102.95613758117007,103.47837487442348,102.31046567507516,103.00361633300781,844200
2023-08-09,103.00361769265805,103.84868732799364,102.50036754695257,103.1270523071289,832400
2023-08-10,103.5163576963717,104.22849556706403,101.83571550900385,102.11107635498047,583600
2023-08-11,101.7597471942884,102.84219612285321,101.67429413141043,102.13005828857422,556800
2023-08-14,102.29149089511658,102.32946520809202,101.1045943979982,101.46540832519531,530500
2023-08-15,100.62033257585418,101.02862523619297,99.87021316526706,100.29749298095703,497600
2023-08-16,100.03161931269364,101.45589488120159,100.03161931269364,100.33546447753906,394100
2023-08-17,100.93366382643569,101.05709843319163,99.57585417515999,99.82272338867188,503600
2023-08-18,99.08210691998858,99.74677322971624,98.4364350088408,98.6263427734375,554300
2023-08-21,98.65482815790195,98.85422587963158,97.84774007159417,98.57886505126953,505000
2023-08-22,98.62634283131808,99.11059133178271,97.81924750872935,98.0091552734375,546800
2023-08-23,98.23703790782967,99.31948681800567,98.23703790782967,99.08210754394531,531500
2023-08-24,99.08211835450669,100.37346232582907,98.7687759399414,98.7687759399414,466400
2023-08-25,98.84472691191408,99.64232502880422,98.36996837031579,98.95867156982422,399600
2023-08-28,98.95866669012798,99.78474187546097,98.62633717624459,99.14856719970703,366100
2023-08-29,99.38594991229569,99.59484482663545,98.94917292969453,99.56636047363281,510200
2023-08-30,99.69928841654036,101.08558241473773,99.69928841654036,100.82921600341797,631400
2023-08-31,100.95266769699838,101.36096037986727,100.1550767319008,100.44942474365234,642300
2023-09-01,101.27550474986427,101.56035555409579,100.78175176507719,101.1045913696289,468800
2023-09-05,100.97163673369805,101.18053163780564,99.59483994824703,99.75625610351562,524600
2023-09-06,99.85122024380128,100.34496594106935,99.04412492528623,99.24352264404297,521000
2023-09-07,99.27201493853516,99.86071089968962,99.07260997413842,99.4714126586914,505400
2023-09-08,99.47141296937507,100.31648260497022,99.15807058919066,99.69929504394531,567100
2023-09-11,100.1930437783677,100.89569166627105,99.97465889653238,100.56336212158203,449900
2023-09-12,100.81971807549003,102.4244041670304,100.63930752245578,101.77873229980469,748100
2023-09-13,102.3009711104522,102.3009711104522,100.72477647936493,101.0571060180664,435800
2023-09-14,101.61731741201147,103.04159306982511,101.27549791883756,102.96563720703125,667200
2023-09-15,102.9465100074666,103.08993095896321,101.97126066773639,102.4875717163086,1120300
2023-09-18,102.49712526664236,104.1225505195183,101.61748748444171,103.68273162841797,608100
2023-09-19,103.74966086879874,104.56236985131581,103.60623992019163,104.27552795410156,551000
2023-09-20,104.72491063190465,105.71928663984346,104.42851268630388,104.71534729003906,672700
2023-09-21,104.69622594226996,104.69622594226996,102.33458387943512,102.72660064697266,660400
2023-09-22,102.54494462611083,102.96564416913515,102.12424508308652,102.31547546386719,566100
